,name,states,transitions,encoding,time,lower_reachability_value,lower_importance_value,upper_reachability_value,upper_importance_value,start_state,via_state,target_state,timeout,status
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.4180481433868408,0.999,0.64,0.999,0.64,q0: start,q8: companyA_Submitted,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.05147600173950195,0.999,0.0,0.999,0.0,q0: start,q41: negative,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.047432899475097656,0.999,0.0,0.999,0.0,q0: start,q41: negative,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.05757403373718262,0.999,0.0,0.999,0.0,q0: start,q54: customerW_CallafteroffersSUPERLONG,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.013815879821777344,0.999,0.0,0.999,0.0,q0: start,q54: customerW_CallafteroffersSUPERLONG,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.5414912700653076,0.999,0.0,0.999,0.554,q0: start,q99: companyW_CallincompletefilesSHORT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.06903600692749023,0.999,0.0,0.999,0.554,q0: start,q99: companyW_CallincompletefilesSHORT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,5.094260931015015,0.999,0.0,0.999,0.135,q0: start,q113: companyW_CallincompletefilesSHORT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.07027006149291992,0.999,0.0,0.999,0.135,q0: start,q113: companyW_CallincompletefilesSHORT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.059946060180664,0.999,0.64,0.999,0.64,q0: start,q14: A_Accepted,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.2552521228790283,0.999,0.64,0.999,0.64,q0: start,q14: A_Accepted,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.7527410984039307,0.999,0.559,0.999,0.616,q0: start,q26: customerO_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.26354503631591797,0.999,0.559,0.999,0.616,q0: start,q26: customerO_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.337813138961792,0.999,0.014,0.999,0.014,q0: start,q18: O_CreateOffer1,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.3255889415740967,0.999,0.014,0.999,0.014,q0: start,q18: O_CreateOffer1,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.3698198795318604,0.999,0.651,0.999,0.651,q0: start,q76: customerO_Cancelled,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.1688690185546875,0.999,0.651,0.999,0.651,q0: start,q76: customerO_Cancelled,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.5104188919067383,0.999,0.36,0.999,0.36,q0: start,q5: A_Concept,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.40004777908325195,0.999,0.36,0.999,0.36,q0: start,q5: A_Concept,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.145780086517334,0.999,0.052,0.999,0.052,q0: start,q42: O_CreateOffer1,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.26688122749328613,0.999,0.052,0.999,0.052,q0: start,q42: O_CreateOffer1,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.48189711570739746,0.999,0.0,0.999,0.0,q0: start,q120: W_CallincompletefilesSUPERLONG,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.045404911041259766,0.999,0.0,0.999,0.0,q0: start,q120: W_CallincompletefilesSUPERLONG,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.4792168140411377,0.999,0.007,0.999,0.007,q0: start,q67: O_CreateOffer1,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.25325798988342285,0.999,0.007,0.999,0.007,q0: start,q67: O_CreateOffer1,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.17977499961853027,0.999,0.0,0.999,0.651,q0: start,q91: O_Cancelled,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.046704769134521484,0.999,0.0,0.999,0.651,q0: start,q91: O_Cancelled,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.25292396545410156,0.999,0.003,0.999,0.003,q0: start,q114: companyA_Validating,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.14716696739196777,0.999,0.003,0.999,0.003,q0: start,q114: companyA_Validating,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.2677521705627441,0.999,0.538,0.999,0.538,q0: start,q58: customerO_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.32311201095581055,0.999,0.538,0.999,0.538,q0: start,q58: customerO_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.443356990814209,0.999,0.011,0.999,0.037,q0: start,q20: O_Sentonlineonly,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.2292470932006836,0.999,0.011,0.999,0.037,q0: start,q20: O_Sentonlineonly,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.24475598335266113,0.999,0.003,0.999,0.003,q0: start,q108: A_Validating,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.15679192543029785,0.999,0.003,0.999,0.003,q0: start,q108: A_Validating,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.0340688228607178,0.999,0.002,0.999,0.002,q0: start,q115: companyW_CallafteroffersLONG,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.14593100547790527,0.999,0.002,0.999,0.002,q0: start,q115: companyW_CallafteroffersLONG,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.05911612510681152,0.999,1.0,0.999,1.0,q0: start,q0: start,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.0402216911315918,0.999,1.0,0.999,1.0,q0: start,q0: start,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.0237390995025635,0.999,0.353,0.999,0.679,q0: start,q30: companyO_Cancelled,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.23863697052001953,0.999,0.354,0.999,0.679,q0: start,q30: companyO_Cancelled,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.7742869853973389,0.999,0.041,0.999,0.627,q0: start,q72: customerO_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.14004111289978027,0.999,0.041,0.999,0.627,q0: start,q72: customerO_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.489915132522583,0.999,0.002,0.999,0.002,q0: start,q81: O_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.24244999885559082,0.999,0.002,0.999,0.002,q0: start,q81: O_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.8763182163238525,0.999,0.64,0.999,0.64,q0: start,q12: companyA_Concept,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.3933110237121582,0.999,0.64,0.999,0.64,q0: start,q12: companyA_Concept,q117: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,24.80164384841919,1.0,0.0,1.0,1.0,q0: start,q26: customerO_SENT_BACK,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.0702979564666748,1.0,0.0,1.0,1.0,q0: start,q26: customerO_SENT_BACK,q58: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.2775671482086182,0.999,0.014,0.999,0.014,q0: start,q24: companyO_CreateOffer1,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.2749671936035156,0.999,0.014,0.999,0.014,q0: start,q24: companyO_CreateOffer1,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.8922569751739502,0.999,0.357,0.999,0.358,q0: start,q15: companyO_CreateOffer0,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.5036261081695557,0.999,0.358,0.999,0.358,q0: start,q15: companyO_CreateOffer0,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.08312773704528809,0.999,0.0,0.999,0.0,q0: start,q29: customerA_CancelledCUSTOMER,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.014874935150146484,0.999,0.0,0.999,0.0,q0: start,q29: customerA_CancelledCUSTOMER,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.6714918613433838,0.999,0.046,0.999,0.046,q0: start,q57: companyO_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.4658620357513428,0.999,0.046,0.999,0.046,q0: start,q57: companyO_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.1760237216949463,0.999,0.36,0.999,0.36,q0: start,q3: companyA_CreateApplication,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.528925895690918,0.999,0.36,0.999,0.36,q0: start,q3: companyA_CreateApplication,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.109092950820923,0.999,0.063,0.999,0.246,q0: start,q82: O_CreateOffer2,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.4170958995819092,0.999,0.063,0.999,0.246,q0: start,q82: O_CreateOffer2,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.1025798320770264,0.999,0.752,0.999,0.752,q0: start,q61: O_Returned,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.13372492790222168,0.999,0.752,0.999,0.752,q0: start,q61: O_Returned,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.4158878326416016,0.999,0.245,0.999,0.245,q0: start,q63: A_Validating,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.14951395988464355,0.999,0.245,0.999,0.245,q0: start,q63: A_Validating,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.1485521793365479,0.999,0.36,0.999,0.36,q0: start,q7: companyA_Concept,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.518632173538208,0.999,0.36,0.999,0.36,q0: start,q7: companyA_Concept,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,3.803223133087158,0.999,0.0,0.999,0.861,q0: start,q88: W_CallincompletefilesSHORT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.08736896514892578,0.999,0.0,0.999,0.861,q0: start,q88: W_CallincompletefilesSHORT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.09030294418334961,0.999,0.0,0.999,0.0,q0: start,q36: TIMEOUT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.08231496810913086,0.999,0.0,0.999,0.0,q0: start,q36: TIMEOUT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.004470109939575,0.999,0.0,0.999,0.651,q0: start,q116: companyO_CreateOffer2,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.08899378776550293,0.999,0.0,0.999,0.651,q0: start,q116: companyO_CreateOffer2,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.7879610061645508,0.999,0.0,0.999,0.651,q0: start,q110: O_CreateOffer2,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.09289884567260742,0.999,0.0,0.999,0.651,q0: start,q110: O_CreateOffer2,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.1354541778564453,0.999,0.033,0.999,0.16,q0: start,q22: O_Cancelled,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.4901919364929199,0.999,0.033,0.999,0.16,q0: start,q22: O_Cancelled,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,5.313979148864746,0.999,0.023,0.999,0.048,q0: start,q49: companyW_CallafteroffersLONG,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.38855981826782227,0.999,0.023,0.999,0.048,q0: start,q49: companyW_CallafteroffersLONG,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,3.320276975631714,0.999,0.032,0.999,0.53,q0: start,q94: companyW_CallafteroffersSHORT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.382979154586792,0.999,0.032,0.999,0.53,q0: start,q94: companyW_CallafteroffersSHORT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.3659510612487793,0.999,0.245,0.999,0.245,q0: start,q75: companyA_Validating,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.08670496940612793,0.999,0.245,0.999,0.245,q0: start,q75: companyA_Validating,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.13486313819885254,0.999,0.0,0.999,0.0,q0: start,q48: customerTIMEOUT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.05635523796081543,0.999,0.0,0.999,0.0,q0: start,q48: customerTIMEOUT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.1050567626953125,0.999,0.0,0.999,0.779,q0: start,q100: customerW_CallincompletefilesSHORT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.18372797966003418,0.999,0.0,0.999,0.779,q0: start,q100: customerW_CallincompletefilesSHORT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.4241459369659424,0.999,0.002,0.999,0.002,q0: start,q32: O_CreateOffer2,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.20875096321105957,0.999,0.002,0.999,0.002,q0: start,q32: O_CreateOffer2,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.6460199356079102,0.999,0.496,0.999,0.496,q0: start,q69: W_CallafteroffersSHORT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.3952972888946533,0.999,0.496,0.999,0.496,q0: start,q69: W_CallafteroffersSHORT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.8980321884155273,0.999,0.0,0.999,0.162,q0: start,q87: W_CallincompletefilesLONG,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.14565181732177734,0.999,0.0,0.999,0.162,q0: start,q87: W_CallincompletefilesLONG,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.934826135635376,0.999,0.002,0.999,0.002,q0: start,q102: companyO_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.24382281303405762,0.999,0.002,0.999,0.002,q0: start,q102: companyO_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,3.2340497970581055,0.999,0.746,0.999,0.746,q0: start,q74: customerO_Returned,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.13469505310058594,0.999,0.746,0.999,0.746,q0: start,q74: customerO_Returned,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.7908220291137695,0.999,0.03,0.999,0.652,q0: start,q105: O_CreateOffer3,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.2782020568847656,0.999,0.03,0.999,0.652,q0: start,q105: O_CreateOffer3,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.1984837055206299,0.999,0.584,0.999,0.584,q0: start,q43: O_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.4105799198150635,0.999,0.584,0.999,0.584,q0: start,q43: O_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,3.729423999786377,0.999,0.381,0.999,0.687,q0: start,q35: O_CreateOffer1,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.2585420608520508,0.999,0.381,0.999,0.687,q0: start,q35: O_CreateOffer1,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.09853076934814453,0.999,1.0,0.999,1.0,q0: start,q86: O_Accepted,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.04170489311218262,0.999,1.0,0.999,1.0,q0: start,q86: O_Accepted,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.11347293853759766,0.999,1.0,0.999,1.0,q0: start,q117: positive,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.01703476905822754,0.999,1.0,0.999,1.0,q0: start,q117: positive,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.540149211883545,0.999,0.245,0.999,0.245,q0: start,q89: O_Returned,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.1104576587677002,0.999,0.245,0.999,0.245,q0: start,q89: O_Returned,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,3.09529185295105,0.999,0.522,0.999,0.661,q0: start,q52: customerW_CallafteroffersSHORT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.2689478397369385,0.999,0.522,0.999,0.661,q0: start,q52: customerW_CallafteroffersSHORT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.6883199214935303,0.999,0.002,0.999,0.002,q0: start,q59: O_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.2614779472351074,0.999,0.002,0.999,0.002,q0: start,q59: O_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.8531808853149414,0.999,0.001,0.999,0.001,q0: start,q78: companyO_Cancelled,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.3590569496154785,0.999,0.001,0.999,0.001,q0: start,q78: companyO_Cancelled,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.13333797454834,0.999,0.381,0.999,0.686,q0: start,q62: O_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.25809311866760254,0.999,0.381,0.999,0.686,q0: start,q62: O_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.3409609794616699,0.999,0.003,0.999,0.003,q0: start,q119: O_Returned,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.19538116455078125,0.999,0.003,0.999,0.003,q0: start,q119: O_Returned,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.1500988006591797,0.999,0.0,0.999,0.0,q0: start,q41: negative,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.09952569007873535,0.999,0.0,0.999,0.0,q0: start,q41: negative,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.6803500652313232,0.999,0.36,0.999,0.36,q0: start,q13: O_CreateOffer0,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.4013838768005371,0.999,0.36,0.999,0.36,q0: start,q13: O_CreateOffer0,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.3744239807128906,0.999,0.36,0.999,0.36,q0: start,q11: companyA_Accepted,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.47646188735961914,0.999,0.36,0.999,0.36,q0: start,q11: companyA_Accepted,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.4798810482025146,0.999,0.0,0.999,0.189,q0: start,q97: companyW_CallincompletefilesLONG,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.17336583137512207,0.999,0.0,0.999,0.189,q0: start,q97: companyW_CallincompletefilesLONG,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.657743215560913,0.999,0.002,0.999,0.002,q0: start,q70: companyO_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.17908287048339844,0.999,0.002,0.999,0.002,q0: start,q70: companyO_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.14323711395263672,0.999,1.0,0.999,1.0,q0: start,q1: companystart,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.022864103317260742,0.999,1.0,0.999,1.0,q0: start,q1: companystart,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.6890101432800293,0.999,0.046,0.999,0.046,q0: start,q103: customerO_Sentmailandonline,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.6205928325653076,0.999,0.046,0.999,0.046,q0: start,q103: customerO_Sentmailandonline,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,2.777387857437134,0.999,0.03,0.999,0.652,q0: start,q111: companyO_CreateOffer3,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.2610909938812256,0.999,0.03,0.999,0.652,q0: start,q111: companyO_CreateOffer3,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.7429647445678711,0.999,0.001,0.999,0.001,q0: start,q39: W_CallafteroffersSUPERLONG,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.23414921760559082,0.999,0.001,0.999,0.001,q0: start,q39: W_CallafteroffersSUPERLONG,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.428905963897705,0.999,0.36,0.999,0.36,q0: start,q9: A_Accepted,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.42823076248168945,0.999,0.36,0.999,0.36,q0: start,q9: A_Accepted,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.673543930053711,0.999,0.007,0.999,0.007,q0: start,q79: companyO_CreateOffer1,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.4087982177734375,0.999,0.007,0.999,0.007,q0: start,q79: companyO_CreateOffer1,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.8612070083618164,0.999,0.0,0.999,0.162,q0: start,q87: W_CallincompletefilesLONG,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.10670089721679688,0.999,0.0,0.999,0.162,q0: start,q87: W_CallincompletefilesLONG,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.09723281860351562,0.999,1.0,0.999,1.0,q0: start,q106: A_Pending,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.014169931411743164,0.999,1.0,0.999,1.0,q0: start,q106: A_Pending,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.155428171157837,0.999,0.243,0.999,0.243,q0: start,q101: customerO_Returned,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.07055497169494629,0.999,0.243,0.999,0.243,q0: start,q101: customerO_Returned,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.7816860675811768,0.999,0.008,0.999,0.008,q0: start,q73: companyO_Returned,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.280073881149292,0.999,0.008,0.999,0.008,q0: start,q73: companyO_Returned,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.0738298892974854,0.999,0.752,0.999,0.752,q0: start,q34: A_Validating,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.1546189785003662,0.999,0.752,0.999,0.752,q0: start,q34: A_Validating,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.09939384460449219,0.999,1.0,0.999,1.0,q0: start,q112: customerA_Pending,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.04226112365722656,0.999,1.0,0.999,1.0,q0: start,q112: customerA_Pending,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.1273360252380371,0.999,0.0,0.999,0.0,q0: start,q48: customerTIMEOUT,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.026613712310791016,0.999,0.0,0.999,0.0,q0: start,q48: customerTIMEOUT,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,0.09823226928710938,0.999,1.0,0.999,1.0,q0: start,q96: companyO_Accepted,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.09267115592956543,0.999,1.0,0.999,1.0,q0: start,q96: companyO_Accepted,q117: positive,36000,2
0,out/models/model_bpic17-before_model-it_0.pickle,123,213,quadratic,1.6916677951812744,0.999,0.063,0.999,0.246,q0: start,q93: companyO_CreateOffer2,q117: positive,36000,2
1,out/models/model_bpic17-before_model-it_0.pickle,123,213,linear,0.24863791465759277,0.999,0.063,0.999,0.246,q0: start,q93: companyO_CreateOffer2,q117: positive,36000,2
