,name,states,transitions,encoding,time,lower_reachability_value,lower_importance_value,upper_reachability_value,upper_importance_value,start_state,via_state,target_state,timeout,status
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.05981612205505371,1.0,0.0,1.0,1.0,q0: start,q83: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,18.606889963150024,1.0,0.0,1.0,1.0,q0: start,q80: customerO_CREATED2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.0678548812866211,1.0,0.0,1.0,1.0,q0: start,q80: customerO_CREATED2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.73089599609375,1.0,0.0,1.0,1.0,q0: start,q33: W_Nabellenincompletedossiers0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.10041427612304688,1.0,0.0,1.0,1.0,q0: start,q33: W_Nabellenincompletedossiers0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.7106962203979492,1.0,0.0,1.0,1.0,q0: start,q49: companyO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.07148504257202148,1.0,0.0,1.0,1.0,q0: start,q49: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.9473800659179688,1.0,0.0,1.0,1.0,q0: start,q81: customerW_Nabellenincompletedossiers0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.0741872787475586,1.0,0.0,1.0,1.0,q0: start,q81: customerW_Nabellenincompletedossiers0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.7007908821105957,1.0,0.0,1.0,1.0,q0: start,q72: O_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.0828239917755127,1.0,0.0,1.0,1.0,q0: start,q72: O_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.3909831047058105,1.0,0.0,1.0,1.0,q0: start,q14: A_FINALIZED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08704400062561035,1.0,0.0,1.0,1.0,q0: start,q14: A_FINALIZED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6818528175354004,1.0,0.0,1.0,1.0,q0: start,q89: customerW_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.09950971603393555,1.0,0.0,1.0,1.0,q0: start,q89: customerW_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.07757091522216797,1.0,1.0,1.0,1.0,q0: start,q0: start,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.034713029861450195,1.0,1.0,1.0,1.0,q0: start,q0: start,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.5655348300933838,1.0,0.0,1.0,1.0,q0: start,q86: customerO_SENT_BACK,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.13569188117980957,1.0,0.0,1.0,1.0,q0: start,q86: customerO_SENT_BACK,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.5762321949005127,1.0,0.0,1.0,1.0,q0: start,q97: W_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.0769498348236084,1.0,0.0,1.0,1.0,q0: start,q97: W_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.075463056564331,1.0,0.0,1.0,1.0,q0: start,q71: W_Nabellenincompletedossiers0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.1114499568939209,1.0,0.0,1.0,1.0,q0: start,q71: W_Nabellenincompletedossiers0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.7975142002105713,1.0,0.0,1.0,1.0,q0: start,q113: W_Nabellenoffertes2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.09001302719116211,1.0,0.0,1.0,1.0,q0: start,q113: W_Nabellenoffertes2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,6.481470108032227,1.0,0.0,1.0,1.0,q0: start,q102: customerO_CREATED2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.059876203536987305,1.0,0.0,1.0,1.0,q0: start,q102: customerO_CREATED2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.3995249271392822,1.0,0.0,1.0,1.0,q0: start,q43: companyW_Nabellenincompletedossiers0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.036067962646484375,1.0,0.0,1.0,1.0,q0: start,q43: companyW_Nabellenincompletedossiers0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.0566320419311523,1.0,0.0,1.0,1.0,q0: start,q125: customerW_Nabellenincompletedossiers2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06520390510559082,1.0,0.0,1.0,1.0,q0: start,q125: customerW_Nabellenincompletedossiers2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.8170180320739746,1.0,0.0,1.0,1.0,q0: start,q38: O_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.07151913642883301,1.0,0.0,1.0,1.0,q0: start,q38: O_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.745905876159668,1.0,0.0,1.0,1.0,q0: start,q105: O_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.05710482597351074,1.0,0.0,1.0,1.0,q0: start,q105: O_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.57967209815979,1.0,0.0,1.0,1.0,q0: start,q117: W_Nabellenincompletedossiers0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.10405302047729492,1.0,0.0,1.0,1.0,q0: start,q117: W_Nabellenincompletedossiers0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,10.97876501083374,1.0,0.0,1.0,1.0,q0: start,q20: W_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.05721902847290039,1.0,0.0,1.0,1.0,q0: start,q20: W_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,5.955686092376709,1.0,0.0,1.0,1.0,q0: start,q29: customerW_Nabellenoffertes2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.1860511302947998,1.0,0.0,1.0,1.0,q0: start,q29: customerW_Nabellenoffertes2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6393468379974365,1.0,0.0,1.0,1.0,q0: start,q126: O_CREATED6,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.09289908409118652,1.0,0.0,1.0,1.0,q0: start,q126: O_CREATED6,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.8590011596679688,1.0,0.0,1.0,1.0,q0: start,q62: companyO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.11162114143371582,1.0,0.0,1.0,1.0,q0: start,q62: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.8329792022705078,1.0,0.0,1.0,1.0,q0: start,q48: customerW_Nabellenincompletedossiers2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.10442399978637695,1.0,0.0,1.0,1.0,q0: start,q48: customerW_Nabellenincompletedossiers2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,3.350494146347046,1.0,0.0,1.0,1.0,q0: start,q9: customerA_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.11485481262207031,1.0,0.0,1.0,1.0,q0: start,q9: customerA_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6134448051452637,1.0,0.0,1.0,1.0,q0: start,q90: customerW_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.12050700187683105,1.0,0.0,1.0,1.0,q0: start,q90: customerW_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.8528010845184326,1.0,0.0,1.0,1.0,q0: start,q119: O_CREATED4,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.09564208984375,1.0,0.0,1.0,1.0,q0: start,q119: O_CREATED4,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.5057289600372314,1.0,0.0,1.0,1.0,q0: start,q98: companyO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06459212303161621,1.0,0.0,1.0,1.0,q0: start,q98: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.7229480743408203,1.0,0.0,1.0,1.0,q0: start,q35: W_Nabellenincompletedossiers2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.11258697509765625,1.0,0.0,1.0,1.0,q0: start,q35: W_Nabellenincompletedossiers2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.0795438289642334,1.0,0.0,1.0,1.0,q0: start,q39: O_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.10343790054321289,1.0,0.0,1.0,1.0,q0: start,q39: O_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6322729587554932,1.0,0.0,1.0,1.0,q0: start,q55: W_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06731605529785156,1.0,0.0,1.0,1.0,q0: start,q55: W_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.8632550239562988,1.0,0.0,1.0,1.0,q0: start,q109: companyO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.14192509651184082,1.0,0.0,1.0,1.0,q0: start,q109: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.8553872108459473,1.0,0.0,1.0,1.0,q0: start,q61: O_CREATED1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06021475791931152,1.0,0.0,1.0,1.0,q0: start,q61: O_CREATED1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.569709062576294,1.0,0.0,1.0,1.0,q0: start,q17: customerO_CREATED0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.04891395568847656,1.0,0.0,1.0,1.0,q0: start,q17: customerO_CREATED0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.9462869167327881,1.0,0.0,1.0,1.0,q0: start,q37: O_SENT_BACK,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.09400701522827148,1.0,0.0,1.0,1.0,q0: start,q37: O_SENT_BACK,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.06928515434265137,1.0,1.0,1.0,1.0,q0: start,q2: A_SUBMITTED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.02097606658935547,1.0,1.0,1.0,1.0,q0: start,q2: A_SUBMITTED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,24.686288118362427,1.0,0.0,1.0,1.0,q0: start,q26: customerO_SENT_BACK,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.1016387939453125,1.0,0.0,1.0,1.0,q0: start,q26: customerO_SENT_BACK,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.835979700088501,1.0,0.0,1.0,1.0,q0: start,q87: customerW_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08010029792785645,1.0,0.0,1.0,1.0,q0: start,q87: customerW_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.5281097888946533,1.0,0.0,1.0,1.0,q0: start,q50: companyO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.09177780151367188,1.0,0.0,1.0,1.0,q0: start,q50: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,3.758340835571289,1.0,0.0,1.0,1.0,q0: start,q79: W_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.0654149055480957,1.0,0.0,1.0,1.0,q0: start,q79: W_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.9751777648925781,1.0,0.0,1.0,1.0,q0: start,q41: customerO_CREATED1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.07988691329956055,1.0,0.0,1.0,1.0,q0: start,q41: customerO_CREATED1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.7031099796295166,1.0,0.0,1.0,1.0,q0: start,q73: O_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.0466310977935791,1.0,0.0,1.0,1.0,q0: start,q73: O_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.3837900161743164,1.0,0.0,1.0,1.0,q0: start,q60: O_CREATED1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.10372209548950195,1.0,0.0,1.0,1.0,q0: start,q60: O_CREATED1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.7506411075592041,1.0,0.0,1.0,1.0,q0: start,q40: O_SENT_BACK,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08877110481262207,1.0,0.0,1.0,1.0,q0: start,q40: O_SENT_BACK,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.0797691345214844,1.0,0.0,1.0,1.0,q0: start,q69: customerO_CREATED1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08014297485351562,1.0,0.0,1.0,1.0,q0: start,q69: customerO_CREATED1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.6855790615081787,1.0,0.0,1.0,1.0,q0: start,q66: customerW_Nabellenoffertes2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06512093544006348,1.0,0.0,1.0,1.0,q0: start,q66: customerW_Nabellenoffertes2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.4217760562896729,1.0,0.0,1.0,1.0,q0: start,q16: O_CREATED0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.07042908668518066,1.0,0.0,1.0,1.0,q0: start,q16: O_CREATED0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.07886290550231934,1.0,0.0,1.0,0.0,q0: start,q11: negative,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06376886367797852,1.0,0.0,1.0,0.0,q0: start,q11: negative,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.6861732006072998,1.0,0.0,1.0,1.0,q0: start,q15: companyA_FINALIZED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.052462100982666016,1.0,0.0,1.0,1.0,q0: start,q15: companyA_FINALIZED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.2942051887512207,1.0,0.0,1.0,1.0,q0: start,q70: O_CREATED2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06372714042663574,1.0,0.0,1.0,1.0,q0: start,q70: O_CREATED2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.819572925567627,1.0,0.0,1.0,1.0,q0: start,q36: O_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08102798461914062,1.0,0.0,1.0,1.0,q0: start,q36: O_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,3.0939579010009766,1.0,0.0,1.0,1.0,q0: start,q6: A_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06180405616760254,1.0,0.0,1.0,1.0,q0: start,q6: A_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.44416069984436035,1.0,0.0,1.0,1.0,q0: start,q32: A_APPROVED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.029116153717041016,1.0,0.0,1.0,1.0,q0: start,q32: A_APPROVED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6283750534057617,1.0,0.0,1.0,1.0,q0: start,q122: W_Nabellenincompletedossiers2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08711814880371094,1.0,0.0,1.0,1.0,q0: start,q122: W_Nabellenincompletedossiers2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.0240659713745117,1.0,0.0,1.0,1.0,q0: start,q85: customerW_Nabellenincompletedossiers0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.11375212669372559,1.0,0.0,1.0,1.0,q0: start,q85: customerW_Nabellenincompletedossiers0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.3679177761077881,1.0,0.0,1.0,1.0,q0: start,q45: companyW_Nabellenincompletedossiers1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.021485090255737305,1.0,0.0,1.0,1.0,q0: start,q45: companyW_Nabellenincompletedossiers1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.9248347282409668,1.0,0.0,1.0,1.0,q0: start,q92: O_CREATED2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.05705595016479492,1.0,0.0,1.0,1.0,q0: start,q92: O_CREATED2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.906451940536499,1.0,0.0,1.0,1.0,q0: start,q46: customerW_Nabellenincompletedossiers1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.10178279876708984,1.0,0.0,1.0,1.0,q0: start,q46: customerW_Nabellenincompletedossiers1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.3625380992889404,1.0,0.0,1.0,1.0,q0: start,q3: companyA_SUBMITTED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.10587477684020996,1.0,0.0,1.0,1.0,q0: start,q3: companyA_SUBMITTED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6005909442901611,1.0,0.0,1.0,1.0,q0: start,q91: O_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08017396926879883,1.0,0.0,1.0,1.0,q0: start,q91: O_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.41707372665405273,1.0,0.0,1.0,1.0,q0: start,q88: companyO_CREATED1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.025979995727539062,1.0,0.0,1.0,1.0,q0: start,q88: companyO_CREATED1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.7971057891845703,1.0,0.0,1.0,1.0,q0: start,q28: customerW_Nabellenoffertes1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.12968969345092773,1.0,0.0,1.0,1.0,q0: start,q28: customerW_Nabellenoffertes1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.7376940250396729,1.0,0.0,1.0,1.0,q0: start,q82: companyO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.09405803680419922,1.0,0.0,1.0,1.0,q0: start,q82: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,4.2663609981536865,1.0,0.0,1.0,1.0,q0: start,q121: O_CREATED5,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.14214706420898438,1.0,0.0,1.0,1.0,q0: start,q121: O_CREATED5,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.9488959312438965,1.0,0.0,1.0,1.0,q0: start,q64: customerW_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.044068098068237305,1.0,0.0,1.0,1.0,q0: start,q64: customerW_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.864696979522705,1.0,0.0,1.0,1.0,q0: start,q68: customerO_CREATED1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.039689064025878906,1.0,0.0,1.0,1.0,q0: start,q68: customerO_CREATED1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,5.415478229522705,1.0,0.0,1.0,1.0,q0: start,q114: customerO_CREATED3,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.040277957916259766,1.0,0.0,1.0,1.0,q0: start,q114: customerO_CREATED3,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.1714820861816406,1.0,0.0,1.0,1.0,q0: start,q127: customerO_CREATED6,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.07487201690673828,1.0,0.0,1.0,1.0,q0: start,q127: customerO_CREATED6,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.765434980392456,1.0,0.0,1.0,1.0,q0: start,q93: W_Nabellenincompletedossiers2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.10001301765441895,1.0,0.0,1.0,1.0,q0: start,q93: W_Nabellenincompletedossiers2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.1012029647827148,1.0,0.0,1.0,1.0,q0: start,q23: companyO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.1072230339050293,1.0,0.0,1.0,1.0,q0: start,q23: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6812241077423096,1.0,0.0,1.0,1.0,q0: start,q24: customerO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.12802481651306152,1.0,0.0,1.0,1.0,q0: start,q24: customerO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6035120487213135,1.0,0.0,1.0,1.0,q0: start,q78: W_Nabellenoffertes0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.1287081241607666,1.0,0.0,1.0,1.0,q0: start,q78: W_Nabellenoffertes0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.2228639125823975,1.0,0.0,1.0,1.0,q0: start,q116: companyO_CREATED3,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.02810382843017578,1.0,0.0,1.0,1.0,q0: start,q116: companyO_CREATED3,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.5656619071960449,1.0,0.0,1.0,1.0,q0: start,q95: O_SENT_BACK,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08189010620117188,1.0,0.0,1.0,1.0,q0: start,q95: O_SENT_BACK,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.0211739540100098,1.0,0.0,1.0,1.0,q0: start,q107: A_APPROVED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.0415041446685791,1.0,0.0,1.0,1.0,q0: start,q107: A_APPROVED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.5003230571746826,1.0,0.0,1.0,1.0,q0: start,q43: companyW_Nabellenincompletedossiers0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.08643102645874023,1.0,0.0,1.0,1.0,q0: start,q43: companyW_Nabellenincompletedossiers0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.5864310264587402,1.0,0.0,1.0,1.0,q0: start,q57: W_Nabellenoffertes2,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.06237483024597168,1.0,0.0,1.0,1.0,q0: start,q57: W_Nabellenoffertes2,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.790734052658081,1.0,0.0,1.0,1.0,q0: start,q51: companyO_CANCELLED,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.12261509895324707,1.0,0.0,1.0,1.0,q0: start,q51: companyO_CANCELLED,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,1.0162878036499023,1.0,0.0,1.0,1.0,q0: start,q59: O_CREATED1,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.037200212478637695,1.0,0.0,1.0,1.0,q0: start,q59: O_CREATED1,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6989791393280029,1.0,0.0,1.0,1.0,q0: start,q44: customerW_Nabellenincompletedossiers0,q58: positive,36000,2
1,out/models/model_bpic12_model-it_0.pickle,129,290,linear,0.03313922882080078,1.0,0.0,1.0,1.0,q0: start,q44: customerW_Nabellenincompletedossiers0,q58: positive,36000,2
0,out/models/model_bpic12_model-it_0.pickle,129,290,quadratic,0.6242759227752686,1.0,0.0,1.0,1.0,q0: start,q77: W_Nabellenoffertes0,q58: positive,36000,2
