,name,states,transitions,encoding,sense,time,reachability_value,importance_value,start_state,via_state,target_state,timeout,status
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,1635.3509199619293,0.6567915214632191,0.8142854546793187,q0: start,q4240: song_10_major_8_5_4,q5823: positive,3600,2
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.029272079468,0.6567915214632191,2.568769551018512e-05,q0: start,q4240: song_10_major_8_5_4,q5823: positive,3600,9
0,out/models/model_spotify3000_model-it_0.pickle,9502,19957,QP,1,843.3692209720612,0.6784381988787404,0.0,q0: start,q8011: song_0_major_0_4_4,q9351: positive,3600,2
1,out/models/model_spotify3000_model-it_0.pickle,9502,19957,LP,1,283.6661820411682,0.6784381988787404,0.0,q0: start,q8011: song_0_major_0_4_4,q9351: positive,3600,2
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.008392095566,0.0,0.0,q0: start,q4267: played_10_major_8_2_4,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0276498794556,0.6567915214632145,0.0010132987737778594,q0: start,q4267: played_10_major_8_2_4,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.063682079315,0.0,0.0,q0: start,q1558: song_60_major_1_5_7,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0397040843964,0.6567915214632185,1.9724440752305895e-05,q0: start,q1558: song_60_major_1_5_7,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.013727903366,0.0,0.0,q0: start,q4062: companysong_10_major_3_7_3,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0302860736847,0.6567915214632191,1.683034593385211e-05,q0: start,q4062: companysong_10_major_3_7_3,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0645310878754,0.0,0.0,q0: start,q2080: played_0_major_0_2_9,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0007140636444,0.0,0.0,q0: start,q2080: played_0_major_0_2_9,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0163419246674,0.0,0.0,q0: start,q2818: song_10_major_0_2_7,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0509061813354,0.656791521463219,0.6886412678354729,q0: start,q2818: song_10_major_0_2_7,q5823: positive,3600,9
0,out/models/model_spotify3000_model-it_0.pickle,9502,19957,QP,1,3600.0121791362762,0.0,0.0,q0: start,q1464: song_10_major_9_5_2,q9351: positive,3600,9
1,out/models/model_spotify3000_model-it_0.pickle,9502,19957,LP,1,99.37401604652405,0.6784381988787404,0.0,q0: start,q1464: song_10_major_9_5_2,q9351: positive,3600,2
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.018415212631,0.6567915214632167,0.008070289213316654,q0: start,q663: played_10_major_1_1_0,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3510.7702519893646,0.0,0.0,q0: start,q663: played_10_major_1_1_0,q5823: positive,3600,17
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.043781042099,0.0,0.0,q0: start,q2953: companyplayed_0_major_7_5_8,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0275580883026,0.6567915214632158,0.0010211570885687604,q0: start,q2953: companyplayed_0_major_7_5_8,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0387921333313,0.0,0.0,q0: start,q949: companyplayed_10_minor_0_5_7,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3576.70099401474,0.0,0.0,q0: start,q949: companyplayed_10_minor_0_5_7,q5823: positive,3600,17
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0182070732117,0.0,0.0,q0: start,q1882: companyplayed_10_major_1_7_3,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0266258716583,0.6567915214632187,0.009730810487820443,q0: start,q1882: companyplayed_10_major_1_7_3,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0063560009003,0.0,0.0,q0: start,q852: played_10_major_3_4_5,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.003175020218,0.0,0.0,q0: start,q852: played_10_major_3_4_5,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.023430109024,0.0,0.0,q0: start,q936: companyplayed_10_major_0_2_5,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0009620189667,0.0,0.0,q0: start,q936: companyplayed_10_major_0_2_5,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.013154029846,0.0,0.0,q0: start,q5648: played_10_minor_6_5_9,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.037600040436,0.6567915214632158,0.0010233029427082388,q0: start,q5648: played_10_minor_6_5_9,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0150570869446,0.0,0.0,q0: start,q4306: companyplayed_0_major_5_3_6,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0312287807465,0.6567915214632146,0.0030389288673979995,q0: start,q4306: companyplayed_0_major_5_3_6,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0119988918304,0.0,0.0,q0: start,q4458: companyplayed_50_major_9_4_1,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0009019374847,0.0,0.0,q0: start,q4458: companyplayed_50_major_9_4_1,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.024332046509,0.0,0.0,q0: start,q3240: companyplayed_0_major_6_5_7,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0478360652924,0.6567915214632205,0.0010880612091974829,q0: start,q3240: companyplayed_0_major_6_5_7,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.01749587059,0.0,0.0,q0: start,q3004: song_60_minor_4_1_4,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0301270484924,0.6567915214632185,1.1125728977164061e-05,q0: start,q3004: song_60_minor_4_1_4,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.045891046524,0.0,0.0,q0: start,q3330: played_10_major_3_5_6,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.000675201416,0.0,0.0,q0: start,q3330: played_10_major_3_5_6,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0112187862396,0.0,0.0,q0: start,q5712: companyplayed_10_major_8_4_4,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.029222011566,0.6567915214632145,0.00101181058512418,q0: start,q5712: companyplayed_10_major_8_4_4,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.049691915512,0.0,0.0,q0: start,q5561: song_10_minor_0_2_9,q5823: positive,3600,9
