,model,query,nesting,value,model_checking_time,model_construction_time,name,timeout
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=38 & ((X( loc=89 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=1533 & ((X( loc=1535 & (X( loc=292 )))))))))))))))))))))))]",8,0.006905681036647693,13.723,10.911,random_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=45 & ((X( loc=96 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=1005 & ((X( loc=1019 & (X( loc=292 )))))))))))))))))))))))]",8,0.006905681036647693,13.326,10.833,random_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=38 & ((X( loc=89 & (X( loc=105 )))))))))))]",4,0.0,0.234,10.951,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=10 & ((X( loc=61 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=343 & (X( loc=408 ))))))))))))))))))))]",7,0.006905681036647693,13.486,12.701,random_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=48 & ((X( loc=99 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=1454 & ((X( loc=1461 & ((X( loc=292 & (X( loc=294 ))))))))))))))))))))))))))]",9,0.006905681036647693,12.606,10.6,random_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=34 & ((X( loc=85 & (X( loc=104|loc=110 )))))))))))]",4,0.0,0.27,10.867,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=32 & ((X( loc=83 & ((X( loc=104|loc=110 & (X( loc=111|loc=117 ))))))))))))))]",5,0.0,0.295,10.87,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=43 & ((X( loc=94 & ((X( loc=104|loc=110 & ((X( loc=111|loc=117 & (X( loc=546 )))))))))))))))))]",6,0.0,0.422,10.433,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6919115213279942,9.079,11.092,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6919115213279942,10.226,10.287,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=30 & ((X( loc=81 & ((X( loc=105 & (X( loc=112 ))))))))))))))]",5,0.0,0.317,11.99,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=8 & ((X( loc=59 & (X( loc=105 )))))))))))]",4,0.0,0.28,12.431,actual_path,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=539] ,0,0.8253767573841976,2.121,8.298,reach_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6919115213279942,9.256,11.162,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=17 & ((X( loc=68 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=1545 & ((X( loc=1551 & (X( loc=292 )))))))))))))))))))))))]",8,0.0,1.33,11.369,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6919115213279942,11.829,10.565,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=20 & ((X( loc=71 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=307 & ((X( loc=372 & (X( loc=293 )))))))))))))))))))))))]",8,0.0,1.361,10.957,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=20 & ((X( loc=71 & ((X( loc=104|loc=110 & ((X( loc=111|loc=117 & ((X( loc=464 & ((X( loc=507 & (X( loc=293 )))))))))))))))))))))))]",8,0.0,1.533,10.842,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=52 & ((X( loc=103 & ((X( loc=105 & ((X( loc=112 & ((X( loc=1076 & ((X( loc=1089 & ((X( loc=292 & (X( loc=294 ))))))))))))))))))))))))))]",9,0.006951764513498416,12.349,11.476,random_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=48 & ((X( loc=99 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=1495 & ((X( loc=1504 & ((X( loc=292 & (X( loc=294 ))))))))))))))))))))))))))]",9,0.006905681036647693,13.381,11.683,random_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=46 & ((X( loc=97 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=1074 & ((X( loc=1087 & ((X( loc=292 & (X( loc=294 ))))))))))))))))))))))))))]",9,0.006905681036647693,14.191,10.117,random_path,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=1280] ,0,0.878088024024966,0.954,9.227,reach_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6919115213279942,11.257,11.75,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=30 )))))]",2,0.03449823856609061,10.857,10.653,actual_path,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=1025] ,0,0.6407791662625673,4.443,9.086,reach_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=28 & ((X( loc=79 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=1183 & ((X( loc=1188 & ((X( loc=292 & (X( loc=294 ))))))))))))))))))))))))))]",9,0.006905681036647693,15.278,10.538,random_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=24 )))))]",2,0.027706695404008237,11.506,10.874,actual_path,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=1247] ,0,0.6407791662625673,3.963,8.731,reach_state,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=407] ,0,0.8253767573841976,1.984,10.246,reach_state,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=365] ,0,0.05438580474795798,5.307,8.994,reach_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=9 & (X( loc=60 ))))))))]",3,0.02070062415561203,11.006,11.493,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=32 )))))]",2,0.006951764513498416,11.157,11.835,actual_path,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=1039] ,0,0.0439291454854418,5.324,9.044,reach_state,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=217] ,0,0.01135452268520861,5.465,9.476,reach_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=40 )))))]",2,0.02070062415561203,12.261,11.506,actual_path,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=45 & (X( loc=96 ))))))))]",3,0.006905681036647693,11.627,10.94,actual_path,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=1308] ,0,0.010981673882685335,5.574,8.874,reach_state,600
0,out/models/model_spotify100_model-it_9.prism, Pmax=? [F loc=611] ,0,0.0333047793610915,7.022,8.783,reach_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=40 & ((X( loc=91 & ((X( loc=104|loc=110 & (X( loc=111|loc=117 ))))))))))))))]",5,0.013794943118964339,11.125,10.729,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=765)]",0,0.5448571001743995,6.477,9.19,avoid_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=18 & ((X( loc=69 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & (X( loc=454 )))))))))))))))))]",6,0.013811362073295386,11.659,10.641,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=313)]",0,0.02890218913624418,7.609,8.82,avoid_state,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1)]",0,0.6569678522214542,5.966,8.67,avoid_state,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1104)]",0,0.5363176042373892,6.444,9.151,avoid_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=6 & ((X( loc=57 & ((X( loc=104|loc=110 & ((X( loc=111|loc=117 & ((X( loc=941 & (X( loc=953 ))))))))))))))))))))]",7,0.00689747155948217,11.917,10.933,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=330)]",0,0.02143264352072686,8.444,8.548,avoid_state,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1226)]",0,0.5448571001743995,7.686,8.038,avoid_state,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1086)]",0,0.014351270544527001,7.569,9.081,avoid_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=32 & ((X( loc=83 & ((X( loc=107 & ((X( loc=114 & ((X( loc=1030 & (X( loc=1048 ))))))))))))))))))))]",7,0.006951764513498416,12.893,11.873,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1000)]",0,0.5448571001743995,6.742,9.12,avoid_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=18 & ((X( loc=69 & ((X( loc=104|loc=110 & ((X( loc=111|loc=117 & ((X( loc=307 & ((X( loc=372 & ((X( loc=293 & (X( loc=295 ))))))))))))))))))))))))))]",9,0.00689747155948217,12.405,12.245,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,5.835,8.611,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=39)]",0,0.006555123668979842,7.118,9.774,avoid_state,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,5.704,8.977,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,6.917,8.995,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,5.806,9.725,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=663)]",0,0.007138986857134651,9.074,9.297,avoid_state,600
0,out/models/model_spotify100_model-it_8.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=38 & ((X( loc=89 & ((X( loc=106|loc=108 & ((X( loc=113|loc=115 & ((X( loc=357 & ((X( loc=422 & ((X( loc=292 & (X( loc=294 ))))))))))))))))))))))))))]",9,0.006905681036647693,15.032,11.749,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,7.409,9.485,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=5 )))))]",2,0.00655974975041479,7.123,9.622,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_4_5_6', 'companystartprofile_4_5_6']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_1_8_4', 'companystartprofile_1_8_4']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=11 )))))]",2,0.006601246022836022,7.485,8.847,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=44 & (X( loc=100 ))))))))]",3,0.00655974975041479,7.235,8.522,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=43 )))))]",2,0.00655974975041479,8.018,9.608,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=13 )))))]",2,0.0328187353394205,6.625,9.755,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=57 )))))]",2,0.006555123668979842,7.589,9.436,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_2_4_7', 'companystartprofile_2_4_7', 'select_context_editorial_playlist']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=5 & ((X( loc=61 & (X( loc=116|loc=120 )))))))))))]",4,0.00655974975041479,6.574,8.463,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=7 & (X( loc=63 ))))))))]",3,0.006601246022836022,7.517,8.977,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=29 & (X( loc=85 ))))))))]",3,0.006601246022836022,7.811,8.894,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & ((X( loc=75 & (X( loc=115 )))))))))))]",4,0.006601246022836022,7.194,8.593,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_3_8_6', 'companystartprofile_3_8_6', 'select_context_editorial_playlist', 'customerselect_context_editorial_playlist']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=43 & (X( loc=99 ))))))))]",3,0.00655974975041479,8.605,8.688,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=43 & ((X( loc=99 & (X( loc=116|loc=120 )))))))))))]",4,0.00655974975041479,6.846,9.918,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_0_8_6', 'companystartprofile_0_8_6', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_minor_1_9_6']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=21 & ((X( loc=77 & (X( loc=116|loc=120 )))))))))))]",4,0.019634429831902906,7.17,8.426,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=55 & ((X( loc=111 & (X( loc=116|loc=120 )))))))))))]",4,0.00655974975041479,7.186,8.697,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_1_5_6', 'companystartprofile_1_5_6', 'select_context_radio', 'customerselect_context_radio', 'song_0_major_1_5_8']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=14 & (X( loc=70 ))))))))]",3,0.006601246022836022,6.942,10.371,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_1_7_6', 'companystartprofile_1_7_6', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_major_2_7_4', 'companyplayed_10_major_2_7_4']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=9 & ((X( loc=65 & ((X( loc=114|loc=118 & (X( loc=122|loc=126 ))))))))))))))]",5,0.013110247337959685,6.908,8.421,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=30 & ((X( loc=86 & ((X( loc=115 & (X( loc=123 ))))))))))))))]",5,0.006601246022836022,6.845,8.518,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=27 & ((X( loc=83 & ((X( loc=115 & (X( loc=123 ))))))))))))))]",5,0.006601246022836022,8.49,8.574,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=51 & ((X( loc=107 & ((X( loc=114|loc=118 & (X( loc=122|loc=126 ))))))))))))))]",5,0.0065551236689798415,6.993,8.819,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_2_8_4', 'companystartprofile_2_8_4', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_major_5_6_6', 'companyplayed_10_major_5_6_6', 'skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_4_5_7', 'companystartprofile_4_5_7', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_90_minor_0_7_8', 'companyplayed_90_minor_0_7_8', 'skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=47 & ((X( loc=103 & ((X( loc=116|loc=120 & ((X( loc=124|loc=128 & ((X( loc=161 & (X( loc=254 ))))))))))))))))))))]",7,0.00655974975041479,6.958,8.549,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=28 & ((X( loc=84 & ((X( loc=114|loc=118 & ((X( loc=122|loc=126 & (X( loc=537 )))))))))))))))))]",6,0.006555123668979842,8.21,9.147,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_1_7_5', 'companystartprofile_1_7_5', 'select_context_radio', 'customerselect_context_radio', 'song_10_minor_3_8_7', 'companysong_10_minor_3_8_7', 'skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"['start', 'companystart', 'startprofile_1_6_5', 'companystartprofile_1_6_5', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_major_0_7_4', 'companyplayed_10_major_0_7_4', 'not_skipped', 'companynot_skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=3 & ((X( loc=59 & ((X( loc=115 & ((X( loc=123 & (X( loc=1524 )))))))))))))))))]",6,0.006601246022836022,8.108,9.498,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & ((X( loc=75 & ((X( loc=115 & (X( loc=123 ))))))))))))))]",5,0.006601246022836022,7.897,10.081,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & ((X( loc=75 & ((X( loc=115 & ((X( loc=123 & ((X( loc=1205 & (X( loc=1212 ))))))))))))))))))))]",7,0.006497778935922086,7.464,8.73,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=18 & ((X( loc=74 & ((X( loc=114|loc=118 & ((X( loc=122|loc=126 & (X( loc=735 )))))))))))))))))]",6,0.006555123668979842,8.244,8.505,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=13 & ((X( loc=69 & ((X( loc=119 & ((X( loc=127 & ((X( loc=1011 & (X( loc=1019 ))))))))))))))))))))]",7,0.0065598578025641485,7.227,8.41,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=17 & ((X( loc=73 & ((X( loc=115 & ((X( loc=123 & (X( loc=452 )))))))))))))))))]",6,0.006601246022836022,7.845,10.037,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=15 & ((X( loc=71 & ((X( loc=116|loc=120 & ((X( loc=124|loc=128 & (X( loc=575 )))))))))))))))))]",6,0.00655974975041479,7.493,9.253,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=42 & ((X( loc=98 & ((X( loc=116|loc=120 & ((X( loc=124|loc=128 & ((X( loc=1173 & (X( loc=1183 ))))))))))))))))))))]",7,0.00655974975041479,8.656,9.167,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=30 & ((X( loc=86 & ((X( loc=115 & ((X( loc=123 & ((X( loc=1240 & (X( loc=1250 ))))))))))))))))))))]",7,0.006497778935922086,8.846,8.571,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & ((X( loc=75 & ((X( loc=115 & ((X( loc=123 & ((X( loc=737 & ((X( loc=750 & (X( loc=317 )))))))))))))))))))))))]",8,0.004400830681890681,7.802,9.728,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=38 & ((X( loc=94 & ((X( loc=116|loc=120 & ((X( loc=124|loc=128 & ((X( loc=1217 & ((X( loc=1225 & (X( loc=317 )))))))))))))))))))))))]",8,0.00655974975041479,8.4,8.669,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,5.73,8.84,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=27 & ((X( loc=83 & ((X( loc=115 & ((X( loc=123 & ((X( loc=331 & ((X( loc=387 & (X( loc=317 )))))))))))))))))))))))]",8,0.005658210876716589,8.192,9.807,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=47 & ((X( loc=103 & ((X( loc=117 & ((X( loc=125 & ((X( loc=1455 & ((X( loc=1461 & (X( loc=317 )))))))))))))))))))))))]",8,0.006601246022836022,7.173,10.272,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,5.515,9.376,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=30 & ((X( loc=86 & ((X( loc=115 & ((X( loc=123 & ((X( loc=1305 & ((X( loc=1315 & ((X( loc=317 & (X( loc=319 ))))))))))))))))))))))))))]",9,0.006601246022836022,6.824,9.621,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,5.876,8.211,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=36 & ((X( loc=92 & ((X( loc=115 & (X( loc=123 ))))))))))))))]",5,0.0,0.248,9.016,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=37 & ((X( loc=93 & ((X( loc=114|loc=118 & ((X( loc=122|loc=126 & ((X( loc=590 & ((X( loc=617 & (X( loc=316 )))))))))))))))))))))))]",8,0.006555123668979842,8.746,9.402,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=29 & ((X( loc=85 & ((X( loc=116|loc=120 & (X( loc=124|loc=128 ))))))))))))))]",5,0.0,0.546,9.2,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=46 & ((X( loc=102 & ((X( loc=114|loc=118 & ((X( loc=122|loc=126 & (X( loc=1476 )))))))))))))))))]",6,0.0,0.821,8.71,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=12 & ((X( loc=68 & ((X( loc=116|loc=120 & ((X( loc=124|loc=128 & ((X( loc=1499 & ((X( loc=1502 & ((X( loc=317 & (X( loc=319 ))))))))))))))))))))))))))]",9,0.01311949950082958,9.888,8.848,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,7.195,9.741,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & ((X( loc=75 & ((X( loc=116|loc=120 & ((X( loc=124|loc=128 & ((X( loc=1206 & (X( loc=1213 ))))))))))))))))))))]",7,0.0,0.983,8.314,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6569678522214542,7.05,8.643,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=26 )))))]",2,0.00655974975041479,6.62,9.197,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=37 & ((X( loc=93 & ((X( loc=114|loc=118 & ((X( loc=122|loc=126 & ((X( loc=184 & ((X( loc=277 & ((X( loc=317 & (X( loc=319 ))))))))))))))))))))))))))]",9,0.006555123668979842,9.603,9.097,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=8 & ((X( loc=64 & ((X( loc=116|loc=120 & ((X( loc=124|loc=128 & ((X( loc=1291 & ((X( loc=1304 & ((X( loc=316 & (X( loc=318 ))))))))))))))))))))))))))]",9,0.00655974975041479,10.249,9.043,random_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=21 )))))]",2,0.019634429831902906,7.15,8.754,actual_path,600
0,out/models/model_spotify100_model-it_9.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=35 )))))]",2,0.019634429831902906,6.997,8.994,actual_path,600
