,model,query,nesting,value,model_checking_time,model_construction_time,name,timeout
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_2_6_4', 'companystartprofile_2_6_4', 'select_context_catalog', 'companyselect_context_catalog', 'played_10_minor_1_6_5', 'companyplayed_10_minor_1_6_5']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_6_6_5', 'companystartprofile_6_6_5', 'select_context_radio', 'customerselect_context_radio', 'song_10_major_5_5_5', 'companysong_10_major_5_5_5']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_0_8_6', 'companystartprofile_0_8_6', 'select_context_editorial_playlist', 'customerselect_context_editorial_playlist', 'song_10_minor_1_8_7', 'companysong_10_minor_1_8_7']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_5_4_4', 'companystartprofile_5_4_4', 'select_context_catalog', 'companyselect_context_catalog', 'played_10_major_5_7_6', 'companyplayed_10_major_5_7_6']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=36 & ((X( loc=96 & (X( loc=122 )))))))))))]",4,0.007342223718578574,13.396,11.398,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=57 & ((X( loc=117 & (X( loc=122 )))))))))))]",4,0.007342223718578574,12.312,10.981,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=32 & ((X( loc=92 & (X( loc=124 )))))))))))]",4,0.00739776373444759,12.599,11.228,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_2_7_5', 'companystartprofile_2_7_5', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_minor_2_7_5', 'companyplayed_10_minor_2_7_5', 'not_skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_2_7_7', 'companystartprofile_2_7_7', 'select_context_radio', 'customerselect_context_radio', 'song_10_minor_1_8_6', 'companysong_10_minor_1_8_6', 'skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_3_7_5', 'companystartprofile_3_7_5', 'select_context_catalog', 'companyselect_context_catalog', 'played_10_minor_9_4_7', 'companyplayed_10_minor_9_4_7', 'not_skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_3_5_5', 'companystartprofile_3_5_5', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_major_2_6_8', 'companyplayed_10_major_2_6_8', 'not_skipped', 'companynot_skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_1_7_5', 'companystartprofile_1_7_5', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_minor_3_7_6', 'companyplayed_10_minor_3_7_6', 'skipped', 'companyskipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=27 & ((X( loc=87 & (X( loc=123|loc=128 )))))))))))]",4,0.007354292329797008,13.61,11.326,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_2_7_5', 'companystartprofile_2_7_5', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_10_major_4_8_5', 'companyplayed_10_major_4_8_5', 'not_skipped', 'companynot_skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"['start', 'companystart', 'startprofile_2_5_5', 'companystartprofile_2_5_5', 'select_context_catalog', 'companyselect_context_catalog', 'played_10_major_3_5_5', 'companyplayed_10_major_3_5_5', 'skipped', 'companyskipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=7 & ((X( loc=67 & ((X( loc=123|loc=128 & (X( loc=130|loc=135 ))))))))))))))]",5,0.007354292329797008,12.25,10.769,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=9 & ((X( loc=69 & ((X( loc=122 & (X( loc=129 ))))))))))))))]",5,0.014684447437157147,11.975,11.303,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=20 & ((X( loc=80 & ((X( loc=122 & (X( loc=129 ))))))))))))))]",5,0.007342223718578574,14.718,11.532,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=31 & ((X( loc=91 & ((X( loc=122 & (X( loc=129 ))))))))))))))]",5,0.007342223718578574,12.971,11.058,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & ((X( loc=79 & ((X( loc=123|loc=128 & ((X( loc=130|loc=135 & (X( loc=959 )))))))))))))))))]",6,0.007354292329797008,13.204,11.431,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=35 & ((X( loc=95 & ((X( loc=123|loc=128 & ((X( loc=130|loc=135 & (X( loc=1548 )))))))))))))))))]",6,0.007354292329797008,12.871,10.607,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & ((X( loc=79 & ((X( loc=123|loc=128 & (X( loc=130|loc=135 ))))))))))))))]",5,0.007354292329797008,13.418,11.763,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=47 & ((X( loc=107 & (X( loc=126 )))))))))))]",4,0.0,0.276,11.0,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=33 & ((X( loc=93 & ((X( loc=122 & ((X( loc=129 & (X( loc=368 )))))))))))))))))]",6,3.586684333074006E-5,13.398,10.412,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=21 & ((X( loc=81 & (X( loc=126 )))))))))))]",4,0.0,0.273,11.512,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=27 & ((X( loc=87 & (X( loc=122 )))))))))))]",4,0.0,0.251,11.637,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=28 & ((X( loc=88 & ((X( loc=122 & ((X( loc=129 & (X( loc=1011 )))))))))))))))))]",6,3.6110716114133634E-5,13.079,11.079,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=46 & ((X( loc=106 & ((X( loc=124 & ((X( loc=131 & (X( loc=722 )))))))))))))))))]",6,0.00739776373444759,13.958,11.146,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=25 & ((X( loc=85 & ((X( loc=122 & (X( loc=129 ))))))))))))))]",5,0.0,0.259,11.228,actual_path,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=1130] ,0,0.8981382715449934,0.435,7.272,reach_state,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=29 & ((X( loc=89 & ((X( loc=124 & ((X( loc=131 & ((X( loc=934 & (X( loc=954 ))))))))))))))))))))]",7,0.00739776373444759,12.778,11.359,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=7 & ((X( loc=67 & ((X( loc=123|loc=128 & ((X( loc=130|loc=135 & ((X( loc=1244 & (X( loc=1257 ))))))))))))))))))))]",7,0.007354292329797008,12.628,10.836,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=58 & ((X( loc=118 & ((X( loc=123|loc=128 & ((X( loc=130|loc=135 & ((X( loc=366 & (X( loc=429 ))))))))))))))))))))]",7,0.007354292329797008,14.168,11.465,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=11 & ((X( loc=71 & ((X( loc=124 & ((X( loc=131 & ((X( loc=607 & (X( loc=642 ))))))))))))))))))))]",7,0.007327770921400131,13.71,11.032,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=52 & ((X( loc=112 & ((X( loc=124 & ((X( loc=131 & ((X( loc=604 & (X( loc=639 ))))))))))))))))))))]",7,0.0073452672707406555,13.659,11.603,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=18 & ((X( loc=78 & ((X( loc=123|loc=128 & ((X( loc=130|loc=135 & ((X( loc=169 & ((X( loc=262 & (X( loc=322 )))))))))))))))))))))))]",8,0.0,0.975,11.094,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=3 & ((X( loc=63 & ((X( loc=122 & ((X( loc=129 & ((X( loc=1042 & ((X( loc=1049 & (X( loc=322 )))))))))))))))))))))))]",8,1.7830753600780154E-5,12.972,10.758,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.736493184099588,10.502,10.552,actual_path,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=1287] ,0,0.8273044969459779,1.699,8.252,reach_state,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=13 & ((X( loc=73 & ((X( loc=122 & ((X( loc=129 & ((X( loc=185 & ((X( loc=278 & (X( loc=323 )))))))))))))))))))))))]",8,1.808744189351489E-5,13.742,11.312,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.736493184099588,10.639,10.738,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=12 & ((X( loc=72 & ((X( loc=124 & ((X( loc=131 & ((X( loc=459 & ((X( loc=470 & (X( loc=322 )))))))))))))))))))))))]",8,0.0026519193537160304,13.559,10.806,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.736493184099588,11.259,10.837,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=20 & ((X( loc=80 & ((X( loc=122 & ((X( loc=129 & ((X( loc=1158 & ((X( loc=1166 & ((X( loc=322 & (X( loc=324 ))))))))))))))))))))))))))]",9,1.7830753600780154E-5,13.46,10.596,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.736493184099588,10.131,11.225,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=14 & ((X( loc=74 & ((X( loc=123|loc=128 & ((X( loc=130|loc=135 & ((X( loc=215 & ((X( loc=308 & (X( loc=323 )))))))))))))))))))))))]",8,0.007354292329797008,14.558,11.305,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=46 & ((X( loc=106 & ((X( loc=122 & ((X( loc=129 & ((X( loc=820 & ((X( loc=837 & ((X( loc=322 & (X( loc=324 ))))))))))))))))))))))))))]",9,0.0,0.807,12.415,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.736493184099588,10.874,11.096,actual_path,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=600] ,0,0.010741413294907706,4.623,7.811,reach_state,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=54 & ((X( loc=114 & ((X( loc=123|loc=128 & ((X( loc=130|loc=135 & ((X( loc=502 & ((X( loc=548 & ((X( loc=323 & (X( loc=325 ))))))))))))))))))))))))))]",9,0.007354292329797008,13.558,11.707,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=10 & ((X( loc=70 & ((X( loc=122 & ((X( loc=129 & ((X( loc=332 & ((X( loc=395 & (X( loc=323 )))))))))))))))))))))))]",8,3.617488378702978E-5,14.55,11.542,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=42 & ((X( loc=102 & ((X( loc=124 & ((X( loc=131 & ((X( loc=1416 & ((X( loc=1428 & ((X( loc=323 & (X( loc=325 ))))))))))))))))))))))))))]",9,0.00739776373444759,13.634,11.372,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=57 & ((X( loc=117 & ((X( loc=122 & ((X( loc=129 & ((X( loc=611 & ((X( loc=646 & ((X( loc=322 & (X( loc=324 ))))))))))))))))))))))))))]",9,1.7830753600780154E-5,13.874,11.733,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=43 & ((X( loc=103 & ((X( loc=126 & ((X( loc=133 & ((X( loc=934 & ((X( loc=954 & ((X( loc=323 & (X( loc=325 ))))))))))))))))))))))))))]",9,0.00739776373444759,13.27,11.604,random_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=42 )))))]",2,0.00739776373444759,11.951,10.829,actual_path,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=93] ,0,0.02,0.124,7.997,reach_state,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=142] ,0,0.8981382715449934,0.522,8.302,reach_state,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=1266] ,0,0.010008936220145218,5.284,7.671,reach_state,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=38 )))))]",2,0.014752048648559236,12.006,11.761,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=33 & (X( loc=93 ))))))))]",3,0.036688300102860144,12.89,11.517,actual_path,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=740] ,0,0.01983312535484393,4.344,7.961,reach_state,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=22 & ((X( loc=82 & (X( loc=123|loc=128 )))))))))))]",4,0.007354292329797008,12.259,11.432,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=22 & (X( loc=82 ))))))))]",3,0.014752048648559236,13.214,10.93,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=26 )))))]",2,0.01479552746889518,13.463,11.506,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=26 & (X( loc=86 ))))))))]",3,0.01479552746889518,12.506,11.432,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=29 & (X( loc=89 ))))))))]",3,0.029448564696934822,13.575,11.365,actual_path,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=393] ,0,0.05164360928748993,4.898,7.641,reach_state,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=1442] ,0,0.010744878017012193,5.014,8.206,reach_state,600
0,out/models/model_spotify100_model-it_3.prism, Pmax=? [F loc=1182] ,0,0.010008936220145218,6.001,8.03,reach_state,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=37 & ((X( loc=97 & ((X( loc=123|loc=128 & (X( loc=130|loc=135 ))))))))))))))]",5,0.007354292329797008,12.559,11.006,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=22 & ((X( loc=82 & ((X( loc=124 & (X( loc=131 ))))))))))))))]",5,0.00739776373444759,12.037,11.496,actual_path,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=27 & ((X( loc=87 & ((X( loc=124 & ((X( loc=131 & (X( loc=152 )))))))))))))))))]",6,0.00735003900237898,12.148,11.485,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=163)]",0,0.5683907966734635,5.78,7.421,avoid_state,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=466)]",0,0.006637498055884167,5.861,7.762,avoid_state,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=24 & ((X( loc=84 & ((X( loc=126 & ((X( loc=133 & ((X( loc=616 & (X( loc=651 ))))))))))))))))))))]",7,0.007337768835309002,12.426,11.778,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1354)]",0,0.006435692486121914,6.621,7.648,avoid_state,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=592)]",0,0.01340791225203047,6.316,7.567,avoid_state,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=476)]",0,0.013143660046706444,6.036,7.984,avoid_state,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=206)]",0,0.048540113069629465,6.228,7.662,avoid_state,600
0,out/models/model_spotify100_model-it_2.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=30 & ((X( loc=90 & ((X( loc=122 & ((X( loc=129 & ((X( loc=1267 & ((X( loc=1274 & (X( loc=323 )))))))))))))))))))))))]",8,1.808744189351489E-5,13.258,11.244,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6361006529158463,4.546,7.438,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=778)]",0,0.511035815993428,5.953,7.545,avoid_state,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=928)]",0,0.006182858957122934,5.566,7.949,avoid_state,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=569)]",0,0.018923225796826787,5.876,7.78,avoid_state,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6361006529158463,4.792,7.663,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_0_7_6']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_3_4_5']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6361006529158463,5.0,7.822,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_4_5_3']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6361006529158463,5.298,8.023,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_0_7_6', 'companystartprofile_0_7_6']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_3_8_7', 'companystartprofile_3_8_7']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_2_5_6', 'companystartprofile_2_5_6']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (!(""positive"") U loc=1301)]",0,0.012584504238394268,6.817,7.551,avoid_state,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & (X( loc=1 ))]",1,0.6361006529158463,5.43,9.087,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_0_9_4', 'companystartprofile_0_9_4', 'select_context_catalog']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=31 )))))]",2,0.00629877471742197,5.457,7.915,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=5 )))))]",2,0.00632484097940434,6.596,7.677,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=56 & (X( loc=114 ))))))))]",3,0.00632484097940434,5.98,7.631,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_3_3_4', 'companystartprofile_3_3_4', 'select_context_user_collection']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=46 )))))]",2,0.006429466125277716,6.045,8.042,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_0_7_6', 'companystartprofile_0_7_6', 'select_context_user_collection', 'companyselect_context_user_collection']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=13 )))))]",2,0.006429466125277716,6.143,7.787,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_6_4_4', 'companystartprofile_6_4_4', 'select_context_catalog', 'companyselect_context_catalog']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & (X( loc=53 )))))]",2,0.012754307104682058,6.401,7.715,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_7_2_2', 'companystartprofile_7_2_2', 'select_context_radio', 'customerselect_context_radio', 'song_10_major_6_2_4']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=59 & (X( loc=117 ))))))))]",3,0.00632484097940434,6.362,7.648,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=4 & (X( loc=62 ))))))))]",3,0.00632484097940434,6.506,7.765,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_2_5_7', 'companystartprofile_2_5_7', 'select_context_editorial_playlist', 'customerselect_context_editorial_playlist', 'song_0_major_1_2_5']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=19 & (X( loc=77 ))))))))]",3,0.006429466125277716,6.478,7.831,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=52 & ((X( loc=110 & (X( loc=120 )))))))))))]",4,0.006429466125277716,6.133,7.793,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_4_7_4', 'companystartprofile_4_7_4', 'select_context_editorial_playlist', 'customerselect_context_editorial_playlist', 'song_10_major_2_7_6', 'companysong_10_major_2_7_6']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=29 & ((X( loc=87 & (X( loc=118|loc=123 )))))))))))]",4,0.012649681958808678,5.46,8.184,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_0_4_7', 'companystartprofile_0_4_7', 'select_context_catalog', 'companyselect_context_catalog', 'played_90_minor_0_5_7', 'companyplayed_90_minor_0_5_7']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_3_7_5', 'companystartprofile_3_7_5', 'select_context_catalog', 'companyselect_context_catalog', 'played_10_major_1_7_5', 'companyplayed_10_major_1_7_5']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_0_1_4', 'companystartprofile_0_1_4', 'select_context_catalog', 'companyselect_context_catalog', 'played_10_major_0_0_8', 'companyplayed_10_major_0_0_8', 'skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_0_7_6', 'companystartprofile_0_7_6', 'select_context_user_collection', 'companyselect_context_user_collection', 'played_70_minor_0_6_7', 'companyplayed_70_minor_0_6_7', 'not_skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_0_8_4', 'companystartprofile_0_8_4', 'select_context_catalog', 'companyselect_context_catalog', 'played_10_minor_0_8_2', 'companyplayed_10_minor_0_8_2', 'skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=26 & ((X( loc=84 & ((X( loc=119 & (X( loc=126 ))))))))))))))]",5,0.00629877471742197,5.587,7.946,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=16 & ((X( loc=74 & (X( loc=119 )))))))))))]",4,0.00629877471742197,6.537,7.892,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"Pmax=? [(F ""positive"") & ((X( loc=1 & ((X( loc=26 & ((X( loc=84 & ((X( loc=119 & (X( loc=126 ))))))))))))))]",5,0.00629877471742197,6.015,8.329,random_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_2_6_6', 'companystartprofile_2_6_6', 'select_context_editorial_playlist', 'customerselect_context_editorial_playlist', 'song_80_major_0_5_9', 'companysong_80_major_0_5_9', 'not_skipped', 'companynot_skipped']",0,-1,0.0,0.0,actual_path,600
0,out/models/model_spotify100_model-it_3.prism,"['start', 'companystart', 'startprofile_4_5_3', 'companystartprofile_4_5_3', 'select_context_catalog', 'companyselect_context_catalog', 'played_0_minor_6_4_8', 'companyplayed_0_minor_6_4_8', 'skipped', 'companyskipped']",0,-1,0.0,0.0,actual_path,600
